Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00001 ; 20/10/2025 ; 01:00 ; 00027 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00001 ; 00008 ; 00000 ; 00000 ; 00000
00001 ; 20/10/2025 ; 02:00 ; 00016 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00001 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 20/10/2025 ; 03:00 ; 00010 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 20/10/2025 ; 04:00 ; 00008 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000
00001 ; 20/10/2025 ; 05:00 ; 00022 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00000 ; 00010 ; 00001 ; 00000 ; 00000
00001 ; 20/10/2025 ; 06:00 ; 00137 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00070 ; 00004 ; 00034 ; 00000 ; 00000 ; 00000
00001 ; 20/10/2025 ; 07:00 ; 00169 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00126 ; 00011 ; 00076 ; 00007 ; 00000 ; 00000
00001 ; 20/10/2025 ; 08:00 ; 00624 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00611 ; 00023 ; 00360 ; 00012 ; 00000 ; 00000
00001 ; 20/10/2025 ; 09:00 ; 00745 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00604 ; 00056 ; 00383 ; 00016 ; 00000 ; 00000
00001 ; 20/10/2025 ; 10:00 ; 00618 ; 00073 ; 00000 ; 00000 ; 00000 ; 00000 ; 00518 ; 00056 ; 00298 ; 00013 ; 00000 ; 00000
00001 ; 20/10/2025 ; 11:00 ; 00623 ; 00059 ; 00000 ; 00000 ; 00000 ; 00000 ; 00395 ; 00040 ; 00187 ; 00012 ; 00000 ; 00000
00001 ; 20/10/2025 ; 12:00 ; 00672 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000 ; 00458 ; 00038 ; 00190 ; 00017 ; 00000 ; 00000
00001 ; 20/10/2025 ; 13:00 ; 00678 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000 ; 00463 ; 00038 ; 00192 ; 00014 ; 00000 ; 00000
00001 ; 20/10/2025 ; 14:00 ; 00754 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00510 ; 00037 ; 00228 ; 00014 ; 00000 ; 00000
00001 ; 20/10/2025 ; 15:00 ; 00805 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00546 ; 00030 ; 00242 ; 00012 ; 00000 ; 00000
00001 ; 20/10/2025 ; 16:00 ; 00850 ; 00065 ; 00000 ; 00000 ; 00000 ; 00000 ; 00474 ; 00038 ; 00226 ; 00011 ; 00000 ; 00000
00001 ; 20/10/2025 ; 17:00 ; 00913 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00574 ; 00041 ; 00271 ; 00011 ; 00000 ; 00000
00001 ; 20/10/2025 ; 18:00 ; 01118 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00675 ; 00032 ; 00294 ; 00013 ; 00000 ; 00000
00001 ; 20/10/2025 ; 19:00 ; 00905 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00617 ; 00018 ; 00227 ; 00009 ; 00000 ; 00000
00001 ; 20/10/2025 ; 20:00 ; 00697 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000 ; 00473 ; 00014 ; 00160 ; 00008 ; 00000 ; 00000
00001 ; 20/10/2025 ; 21:00 ; 00495 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00297 ; 00010 ; 00104 ; 00005 ; 00000 ; 00000
00001 ; 20/10/2025 ; 22:00 ; 00281 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00166 ; 00012 ; 00089 ; 00006 ; 00000 ; 00000
00001 ; 20/10/2025 ; 23:00 ; 00188 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00115 ; 00007 ; 00041 ; 00001 ; 00000 ; 00000
00001 ; 20/10/2025 ; 24:00 ; 00042 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00029 ; 00003 ; 00012 ; 00001 ; 00000 ; 00000
00001 ; 21/10/2025 ; 01:00 ; 00021 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00018 ; 00001 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 21/10/2025 ; 02:00 ; 00014 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 21/10/2025 ; 03:00 ; 00011 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00000 ; 00002 ; 00001 ; 00000 ; 00000
00001 ; 21/10/2025 ; 04:00 ; 00008 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 21/10/2025 ; 05:00 ; 00034 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00002 ; 00014 ; 00001 ; 00000 ; 00000
00001 ; 21/10/2025 ; 06:00 ; 00140 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00069 ; 00001 ; 00038 ; 00000 ; 00000 ; 00000
00001 ; 21/10/2025 ; 07:00 ; 00225 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00140 ; 00012 ; 00102 ; 00004 ; 00000 ; 00000
00001 ; 21/10/2025 ; 08:00 ; 00635 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00540 ; 00034 ; 00416 ; 00014 ; 00000 ; 00000
00001 ; 21/10/2025 ; 09:00 ; 00737 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00603 ; 00050 ; 00452 ; 00017 ; 00000 ; 00000
00001 ; 21/10/2025 ; 10:00 ; 00617 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00478 ; 00036 ; 00246 ; 00012 ; 00000 ; 00000
00001 ; 21/10/2025 ; 11:00 ; 00613 ; 00062 ; 00000 ; 00000 ; 00000 ; 00000 ; 00407 ; 00046 ; 00189 ; 00013 ; 00000 ; 00000
00001 ; 21/10/2025 ; 12:00 ; 00671 ; 00085 ; 00000 ; 00000 ; 00000 ; 00000 ; 00441 ; 00051 ; 00242 ; 00015 ; 00000 ; 00000
00001 ; 21/10/2025 ; 13:00 ; 00691 ; 00067 ; 00000 ; 00000 ; 00000 ; 00000 ; 00512 ; 00045 ; 00205 ; 00016 ; 00000 ; 00000
00001 ; 21/10/2025 ; 14:00 ; 00781 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00480 ; 00024 ; 00228 ; 00013 ; 00000 ; 00000
00001 ; 21/10/2025 ; 15:00 ; 00783 ; 00062 ; 00000 ; 00000 ; 00000 ; 00000 ; 00506 ; 00039 ; 00250 ; 00014 ; 00000 ; 00000
00001 ; 21/10/2025 ; 16:00 ; 00829 ; 00073 ; 00000 ; 00000 ; 00000 ; 00000 ; 00441 ; 00044 ; 00259 ; 00020 ; 00000 ; 00000
00001 ; 21/10/2025 ; 17:00 ; 00904 ; 00064 ; 00000 ; 00000 ; 00000 ; 00000 ; 00521 ; 00038 ; 00262 ; 00016 ; 00000 ; 00000
00001 ; 21/10/2025 ; 18:00 ; 01098 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000 ; 00669 ; 00031 ; 00283 ; 00022 ; 00000 ; 00000
00001 ; 21/10/2025 ; 19:00 ; 00917 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00526 ; 00020 ; 00256 ; 00012 ; 00000 ; 00000
00001 ; 21/10/2025 ; 20:00 ; 00697 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00420 ; 00017 ; 00162 ; 00009 ; 00000 ; 00000
00001 ; 21/10/2025 ; 21:00 ; 00485 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00277 ; 00009 ; 00130 ; 00006 ; 00000 ; 00000
00001 ; 21/10/2025 ; 22:00 ; 00269 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00170 ; 00009 ; 00090 ; 00005 ; 00000 ; 00000
00001 ; 21/10/2025 ; 23:00 ; 00207 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00114 ; 00007 ; 00036 ; 00001 ; 00000 ; 00000
00001 ; 21/10/2025 ; 24:00 ; 00056 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00033 ; 00002 ; 00012 ; 00001 ; 00000 ; 00000
00001 ; 22/10/2025 ; 01:00 ; 00021 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00009 ; 00000 ; 00000 ; 00000
00001 ; 22/10/2025 ; 02:00 ; 00018 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 22/10/2025 ; 03:00 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 22/10/2025 ; 04:00 ; 00009 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00001 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 22/10/2025 ; 05:00 ; 00024 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00018 ; 00001 ; 00011 ; 00001 ; 00000 ; 00000
00001 ; 22/10/2025 ; 06:00 ; 00133 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00001 ; 00037 ; 00002 ; 00000 ; 00000
00001 ; 22/10/2025 ; 07:00 ; 00217 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00149 ; 00010 ; 00080 ; 00006 ; 00000 ; 00000
00001 ; 22/10/2025 ; 08:00 ; 00591 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00556 ; 00029 ; 00394 ; 00013 ; 00000 ; 00000
00001 ; 22/10/2025 ; 09:00 ; 00762 ; 00064 ; 00000 ; 00000 ; 00000 ; 00000 ; 00610 ; 00053 ; 00417 ; 00021 ; 00000 ; 00000
00001 ; 22/10/2025 ; 10:00 ; 00660 ; 00083 ; 00000 ; 00000 ; 00000 ; 00000 ; 00557 ; 00046 ; 00261 ; 00020 ; 00000 ; 00000
00001 ; 22/10/2025 ; 11:00 ; 00600 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00378 ; 00059 ; 00223 ; 00014 ; 00000 ; 00000
00001 ; 22/10/2025 ; 12:00 ; 00645 ; 00071 ; 00000 ; 00000 ; 00000 ; 00000 ; 00394 ; 00035 ; 00180 ; 00018 ; 00000 ; 00000
00001 ; 22/10/2025 ; 13:00 ; 00643 ; 00075 ; 00000 ; 00000 ; 00000 ; 00000 ; 00417 ; 00035 ; 00228 ; 00015 ; 00000 ; 00000
00001 ; 22/10/2025 ; 14:00 ; 00803 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00504 ; 00027 ; 00261 ; 00011 ; 00000 ; 00000
00001 ; 22/10/2025 ; 15:00 ; 00777 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00543 ; 00043 ; 00254 ; 00017 ; 00000 ; 00000
00001 ; 22/10/2025 ; 16:00 ; 00850 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000 ; 00452 ; 00032 ; 00246 ; 00008 ; 00000 ; 00000
00001 ; 22/10/2025 ; 17:00 ; 00938 ; 00070 ; 00000 ; 00000 ; 00000 ; 00000 ; 00518 ; 00050 ; 00294 ; 00021 ; 00000 ; 00000
00001 ; 22/10/2025 ; 18:00 ; 01082 ; 00072 ; 00000 ; 00000 ; 00000 ; 00000 ; 00626 ; 00039 ; 00312 ; 00014 ; 00000 ; 00000
00001 ; 22/10/2025 ; 19:00 ; 00933 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00573 ; 00025 ; 00236 ; 00018 ; 00000 ; 00000
00001 ; 22/10/2025 ; 20:00 ; 00720 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00406 ; 00018 ; 00158 ; 00007 ; 00000 ; 00000
00001 ; 22/10/2025 ; 21:00 ; 00473 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00307 ; 00012 ; 00118 ; 00007 ; 00000 ; 00000
00001 ; 22/10/2025 ; 22:00 ; 00272 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00159 ; 00009 ; 00093 ; 00004 ; 00000 ; 00000
00001 ; 22/10/2025 ; 23:00 ; 00194 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00132 ; 00006 ; 00031 ; 00001 ; 00000 ; 00000
00001 ; 22/10/2025 ; 24:00 ; 00060 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00005 ; 00018 ; 00002 ; 00000 ; 00000
00001 ; 23/10/2025 ; 01:00 ; 00030 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00025 ; 00001 ; 00005 ; 00000 ; 00000 ; 00000
00001 ; 23/10/2025 ; 02:00 ; 00021 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 23/10/2025 ; 03:00 ; 00011 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 23/10/2025 ; 04:00 ; 00012 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00002 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 23/10/2025 ; 05:00 ; 00027 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00001 ; 00014 ; 00002 ; 00000 ; 00000
00001 ; 23/10/2025 ; 06:00 ; 00139 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00001 ; 00046 ; 00003 ; 00000 ; 00000
00001 ; 23/10/2025 ; 07:00 ; 00208 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00144 ; 00008 ; 00078 ; 00005 ; 00000 ; 00000
00001 ; 23/10/2025 ; 08:00 ; 00620 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00476 ; 00023 ; 00248 ; 00013 ; 00000 ; 00000
00001 ; 23/10/2025 ; 09:00 ; 00771 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00607 ; 00052 ; 00313 ; 00011 ; 00000 ; 00000
00001 ; 23/10/2025 ; 10:00 ; 00633 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00545 ; 00053 ; 00273 ; 00015 ; 00000 ; 00000
00001 ; 23/10/2025 ; 11:00 ; 00613 ; 00061 ; 00000 ; 00000 ; 00000 ; 00000 ; 00499 ; 00049 ; 00259 ; 00019 ; 00000 ; 00000
00001 ; 23/10/2025 ; 12:00 ; 00638 ; 00075 ; 00000 ; 00000 ; 00000 ; 00000 ; 00497 ; 00044 ; 00224 ; 00013 ; 00000 ; 00000
00001 ; 23/10/2025 ; 13:00 ; 00709 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00480 ; 00050 ; 00230 ; 00014 ; 00000 ; 00000
00001 ; 23/10/2025 ; 14:00 ; 00764 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00531 ; 00037 ; 00209 ; 00011 ; 00000 ; 00000
00001 ; 23/10/2025 ; 15:00 ; 00792 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00545 ; 00036 ; 00248 ; 00015 ; 00000 ; 00000
00001 ; 23/10/2025 ; 16:00 ; 00830 ; 00064 ; 00000 ; 00000 ; 00000 ; 00000 ; 00489 ; 00045 ; 00247 ; 00015 ; 00000 ; 00000
00001 ; 23/10/2025 ; 17:00 ; 00905 ; 00062 ; 00000 ; 00000 ; 00000 ; 00000 ; 00553 ; 00040 ; 00275 ; 00015 ; 00000 ; 00000
00001 ; 23/10/2025 ; 18:00 ; 01100 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00714 ; 00040 ; 00291 ; 00012 ; 00000 ; 00000
00001 ; 23/10/2025 ; 19:00 ; 00916 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00559 ; 00018 ; 00215 ; 00010 ; 00000 ; 00000
00001 ; 23/10/2025 ; 20:00 ; 00662 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00454 ; 00018 ; 00171 ; 00010 ; 00000 ; 00000
00001 ; 23/10/2025 ; 21:00 ; 00460 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00294 ; 00010 ; 00118 ; 00004 ; 00000 ; 00000
00001 ; 23/10/2025 ; 22:00 ; 00306 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00177 ; 00009 ; 00095 ; 00003 ; 00000 ; 00000
00001 ; 23/10/2025 ; 23:00 ; 00206 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00117 ; 00006 ; 00040 ; 00001 ; 00000 ; 00000
00001 ; 23/10/2025 ; 24:00 ; 00077 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00048 ; 00005 ; 00020 ; 00001 ; 00000 ; 00000
00001 ; 24/10/2025 ; 01:00 ; 00041 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00035 ; 00001 ; 00005 ; 00000 ; 00000 ; 00000
00001 ; 24/10/2025 ; 02:00 ; 00016 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 24/10/2025 ; 03:00 ; 00012 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00006 ; 00000 ; 00000 ; 00000
00001 ; 24/10/2025 ; 04:00 ; 00011 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00001 ; 00003 ; 00001 ; 00000 ; 00000
00001 ; 24/10/2025 ; 05:00 ; 00032 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00001 ; 00009 ; 00001 ; 00000 ; 00000
00001 ; 24/10/2025 ; 06:00 ; 00145 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00059 ; 00006 ; 00044 ; 00001 ; 00000 ; 00000
00001 ; 24/10/2025 ; 07:00 ; 00211 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000 ; 00144 ; 00013 ; 00092 ; 00005 ; 00000 ; 00000
00001 ; 24/10/2025 ; 08:00 ; 00618 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00577 ; 00031 ; 00400 ; 00015 ; 00000 ; 00000
00001 ; 24/10/2025 ; 09:00 ; 00685 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00597 ; 00055 ; 00380 ; 00020 ; 00000 ; 00000
00001 ; 24/10/2025 ; 10:00 ; 00620 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00462 ; 00043 ; 00262 ; 00017 ; 00000 ; 00000
00001 ; 24/10/2025 ; 11:00 ; 00659 ; 00059 ; 00000 ; 00000 ; 00000 ; 00000 ; 00406 ; 00055 ; 00221 ; 00014 ; 00000 ; 00000
00001 ; 24/10/2025 ; 12:00 ; 00727 ; 00065 ; 00000 ; 00000 ; 00000 ; 00000 ; 00453 ; 00045 ; 00204 ; 00011 ; 00000 ; 00000
00001 ; 24/10/2025 ; 13:00 ; 00722 ; 00064 ; 00000 ; 00000 ; 00000 ; 00000 ; 00477 ; 00044 ; 00197 ; 00009 ; 00000 ; 00000
00001 ; 24/10/2025 ; 14:00 ; 00864 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00572 ; 00033 ; 00248 ; 00014 ; 00000 ; 00000
00001 ; 24/10/2025 ; 15:00 ; 01005 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00677 ; 00034 ; 00328 ; 00014 ; 00000 ; 00000
00001 ; 24/10/2025 ; 16:00 ; 00992 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00571 ; 00037 ; 00242 ; 00017 ; 00000 ; 00000
00001 ; 24/10/2025 ; 17:00 ; 00939 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00513 ; 00027 ; 00247 ; 00013 ; 00000 ; 00000
00001 ; 24/10/2025 ; 18:00 ; 00959 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000 ; 00557 ; 00023 ; 00263 ; 00008 ; 00000 ; 00000
00001 ; 24/10/2025 ; 19:00 ; 00748 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00534 ; 00020 ; 00252 ; 00006 ; 00000 ; 00000
00001 ; 24/10/2025 ; 20:00 ; 00673 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00517 ; 00012 ; 00248 ; 00004 ; 00000 ; 00000
00001 ; 24/10/2025 ; 21:00 ; 00541 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00366 ; 00012 ; 00164 ; 00005 ; 00000 ; 00000
00001 ; 24/10/2025 ; 22:00 ; 00298 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00214 ; 00012 ; 00081 ; 00005 ; 00000 ; 00000
00001 ; 24/10/2025 ; 23:00 ; 00226 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00159 ; 00008 ; 00048 ; 00001 ; 00000 ; 00000
00001 ; 24/10/2025 ; 24:00 ; 00675 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00089 ; 00005 ; 00029 ; 00001 ; 00000 ; 00000
00001 ; 25/10/2025 ; 01:00 ; 00141 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00066 ; 00003 ; 00024 ; 00003 ; 00000 ; 00000
00001 ; 25/10/2025 ; 02:00 ; 00046 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00031 ; 00003 ; 00015 ; 00002 ; 00000 ; 00000
00001 ; 25/10/2025 ; 03:00 ; 00025 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00003 ; 00003 ; 00002 ; 00000 ; 00000
00001 ; 25/10/2025 ; 04:00 ; 00016 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00003 ; 00002 ; 00002 ; 00000 ; 00000
00001 ; 25/10/2025 ; 05:00 ; 00018 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00002 ; 00005 ; 00002 ; 00000 ; 00000
00001 ; 25/10/2025 ; 06:00 ; 00065 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00025 ; 00003 ; 00023 ; 00003 ; 00000 ; 00000
00001 ; 25/10/2025 ; 07:00 ; 00064 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00046 ; 00004 ; 00021 ; 00002 ; 00000 ; 00000
00001 ; 25/10/2025 ; 08:00 ; 00135 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00096 ; 00008 ; 00057 ; 00005 ; 00000 ; 00000
00001 ; 25/10/2025 ; 09:00 ; 00180 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00115 ; 00013 ; 00077 ; 00004 ; 00000 ; 00000
00001 ; 25/10/2025 ; 10:00 ; 00308 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00194 ; 00012 ; 00104 ; 00003 ; 00000 ; 00000
00001 ; 25/10/2025 ; 11:00 ; 00553 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00293 ; 00013 ; 00164 ; 00007 ; 00000 ; 00000
00001 ; 25/10/2025 ; 12:00 ; 00765 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00428 ; 00011 ; 00205 ; 00004 ; 00000 ; 00000
00001 ; 25/10/2025 ; 13:00 ; 00719 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00458 ; 00013 ; 00191 ; 00006 ; 00000 ; 00000
00001 ; 25/10/2025 ; 14:00 ; 00700 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00478 ; 00012 ; 00189 ; 00000 ; 00000 ; 00000
00001 ; 25/10/2025 ; 15:00 ; 00526 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00356 ; 00011 ; 00152 ; 00008 ; 00000 ; 00000
00001 ; 25/10/2025 ; 16:00 ; 00439 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00295 ; 00009 ; 00110 ; 00002 ; 00000 ; 00000
00001 ; 25/10/2025 ; 17:00 ; 00475 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00325 ; 00009 ; 00127 ; 00003 ; 00000 ; 00000
00001 ; 25/10/2025 ; 18:00 ; 00573 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00382 ; 00009 ; 00146 ; 00005 ; 00000 ; 00000
00001 ; 25/10/2025 ; 19:00 ; 00617 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00443 ; 00012 ; 00143 ; 00005 ; 00000 ; 00000
00001 ; 25/10/2025 ; 20:00 ; 00604 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00409 ; 00012 ; 00140 ; 00004 ; 00000 ; 00000
00001 ; 25/10/2025 ; 21:00 ; 00487 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00344 ; 00010 ; 00088 ; 00003 ; 00000 ; 00000
00001 ; 25/10/2025 ; 22:00 ; 00326 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00230 ; 00010 ; 00080 ; 00003 ; 00000 ; 00000
00001 ; 25/10/2025 ; 23:00 ; 00182 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00138 ; 00008 ; 00053 ; 00004 ; 00000 ; 00000
00001 ; 25/10/2025 ; 24:00 ; 00129 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00102 ; 00006 ; 00038 ; 00001 ; 00000 ; 00000
00001 ; 26/10/2025 ; 01:00 ; 00098 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00067 ; 00008 ; 00018 ; 00002 ; 00000 ; 00000
00001 ; 26/10/2025 ; 02:00 ; 00056 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00040 ; 00006 ; 00019 ; 00003 ; 00000 ; 00000
00001 ; 26/10/2025 ; 03:00 ; 00031 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00004 ; 00008 ; 00002 ; 00000 ; 00000
00001 ; 26/10/2025 ; 04:00 ; 00012 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00004 ; 00005 ; 00003 ; 00000 ; 00000
00001 ; 26/10/2025 ; 05:00 ; 00012 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00006 ; 00003 ; 00002 ; 00000 ; 00000
00001 ; 26/10/2025 ; 06:00 ; 00038 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00003 ; 00015 ; 00002 ; 00000 ; 00000
