Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00089 ; 24/10/2025 ; 14:00 ; 00653 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00669 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 15:00 ; 00669 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00846 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 16:00 ; 00614 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00582 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 17:00 ; 00500 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00700 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 18:00 ; 00566 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00614 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 19:00 ; 00475 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000 ; 00442 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 20:00 ; 00369 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00311 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 21:00 ; 00291 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00238 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 22:00 ; 00215 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00171 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 23:00 ; 00151 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00229 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 24/10/2025 ; 24:00 ; 00086 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00048 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 01:00 ; 00084 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00054 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 02:00 ; 00016 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00030 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 03:00 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 04:00 ; 00006 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 05:00 ; 00017 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00018 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 06:00 ; 00069 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00053 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 07:00 ; 00069 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00109 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 08:00 ; 00097 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00127 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 09:00 ; 00186 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00147 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 10:00 ; 00192 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00262 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 11:00 ; 00247 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00344 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 12:00 ; 00404 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00379 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 13:00 ; 00363 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00394 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 14:00 ; 00419 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00311 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 15:00 ; 00327 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00334 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 16:00 ; 00223 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00269 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 17:00 ; 00237 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00273 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 18:00 ; 00259 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00318 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 19:00 ; 00295 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00428 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 20:00 ; 00315 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00290 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 21:00 ; 00310 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00174 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 22:00 ; 00207 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00125 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 23:00 ; 00144 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00100 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 25/10/2025 ; 24:00 ; 00122 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00055 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 01:00 ; 00083 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00047 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 02:00 ; 00029 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00022 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 03:00 ; 00015 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00013 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 04:00 ; 00005 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00019 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 05:00 ; 00018 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00020 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 06:00 ; 00033 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00023 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 07:00 ; 00035 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00060 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 08:00 ; 00048 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00103 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 09:00 ; 00133 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00084 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 10:00 ; 00165 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00130 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 11:00 ; 00175 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00201 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 12:00 ; 00231 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00221 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 13:00 ; 00257 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00255 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 14:00 ; 00265 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00226 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 15:00 ; 00191 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00198 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 16:00 ; 00175 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00164 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 17:00 ; 00174 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00188 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 18:00 ; 00229 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00232 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 19:00 ; 00277 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00245 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 20:00 ; 00279 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00256 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 21:00 ; 00209 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00157 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 22:00 ; 00207 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00140 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 23:00 ; 00089 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00067 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00089 ; 26/10/2025 ; 24:00 ; 00039 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00025 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 01:00 ; 00001 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 02:00 ; 00002 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 03:00 ; 00001 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 04:00 ; 00002 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 05:00 ; 00002 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 06:00 ; 00034 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00023 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 07:00 ; 00084 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00064 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 08:00 ; 00146 ; 00090 ; 00000 ; 00000 ; 00000 ; 00000 ; 00142 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 09:00 ; 00139 ; 00105 ; 00000 ; 00000 ; 00000 ; 00000 ; 00143 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 10:00 ; 00114 ; 00065 ; 00000 ; 00000 ; 00000 ; 00000 ; 00141 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 11:00 ; 00132 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00142 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 12:00 ; 00142 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000 ; 00132 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 13:00 ; 00150 ; 00084 ; 00000 ; 00000 ; 00000 ; 00000 ; 00143 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 14:00 ; 00146 ; 00085 ; 00000 ; 00000 ; 00000 ; 00000 ; 00144 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 15:00 ; 00172 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00176 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 16:00 ; 00167 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00203 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 17:00 ; 00130 ; 00070 ; 00000 ; 00000 ; 00000 ; 00000 ; 00214 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 18:00 ; 00176 ; 00076 ; 00000 ; 00000 ; 00000 ; 00000 ; 00223 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 19:00 ; 00191 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00206 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 20:00 ; 00159 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00141 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 21:00 ; 00098 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00079 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 22:00 ; 00027 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00032 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 23:00 ; 00021 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00036 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 20/10/2025 ; 24:00 ; 00007 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 01:00 ; 00001 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 02:00 ; 00000 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 03:00 ; 00002 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 04:00 ; 00003 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 05:00 ; 00010 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 06:00 ; 00045 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00025 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 07:00 ; 00071 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00057 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 08:00 ; 00176 ; 00083 ; 00000 ; 00000 ; 00000 ; 00000 ; 00150 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 09:00 ; 00182 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00154 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 10:00 ; 00164 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00150 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 11:00 ; 00161 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00141 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 12:00 ; 00186 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00154 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 13:00 ; 00164 ; 00021 ; 00000 ; 00000 ; 00000 ; 00000 ; 00149 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 14:00 ; 00193 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00174 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 15:00 ; 00211 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00189 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 16:00 ; 00188 ; 00021 ; 00000 ; 00000 ; 00000 ; 00000 ; 00167 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 17:00 ; 00221 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00210 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 18:00 ; 00235 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00213 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 19:00 ; 00239 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00153 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 20:00 ; 00201 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00118 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 21:00 ; 00107 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00095 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 22:00 ; 00063 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00042 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 23:00 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00030 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 21/10/2025 ; 24:00 ; 00005 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 01:00 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 02:00 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 03:00 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 04:00 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 05:00 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 06:00 ; 00073 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00023 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 07:00 ; 00105 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00061 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 08:00 ; 00222 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00129 ; 00059 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 09:00 ; 00252 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00117 ; 00078 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 10:00 ; 00182 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00156 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 11:00 ; 00145 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00148 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 12:00 ; 00186 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00145 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 13:00 ; 00193 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00111 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 14:00 ; 00208 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00145 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 15:00 ; 00214 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000 ; 00201 ; 00059 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 16:00 ; 00199 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000 ; 00186 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 17:00 ; 00203 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000 ; 00223 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 18:00 ; 00255 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00235 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 19:00 ; 00243 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00189 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 20:00 ; 00189 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00134 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 21:00 ; 00110 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00067 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 22:00 ; 00070 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00056 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 23:00 ; 00037 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00044 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 22/10/2025 ; 24:00 ; 00006 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 01:00 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 02:00 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 03:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 04:00 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 05:00 ; 00008 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 06:00 ; 00066 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 07:00 ; 00094 ; 00021 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 08:00 ; 00235 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00154 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 09:00 ; 00177 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00108 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 10:00 ; 00135 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00071 ; 00067 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 11:00 ; 00168 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00139 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 12:00 ; 00169 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00126 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 13:00 ; 00168 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00138 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 14:00 ; 00187 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00130 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 15:00 ; 00192 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00196 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 16:00 ; 00160 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00198 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 17:00 ; 00205 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00205 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 18:00 ; 00212 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00208 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000
00093 ; 23/10/2025 ; 19:00 ; 00204 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00127 ; 00062 ; 00000 ; 00000 ; 00000 ; 00000
